Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	false	false	Homo sapiens	26S proteasome regulatory subunit 10B	1:Experimental evidence at protein level	55.53	1.0000	0.9990	0.00000000000000	15	15	15	67	67	67	     0	     0	     0	2C(57.0214), 3C(57.0214), 5C(57.0214), 8C(57.0214)		
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	false	false	Homo sapiens	Large ribosomal subunit protein eL8	1:Experimental evidence at protein level	37.97	1.0000	0.9990	0.00000000000000	11	11	11	112	112	112	     0	     0	     0	2C(57.0214), 6C(57.0214)		
sp|P62487|RPB7_HUMAN	P62487	RPB7_HUMAN	POLR2G	172	false	false	Homo sapiens	DNA-directed RNA polymerase II subunit RPB7	1:Experimental evidence at protein level	38.37	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	     0	     0	     0	12C(57.0214), 17C(57.0214)		
sp|P62495|ERF1_HUMAN	P62495	ERF1_HUMAN	ETF1	437	false	false	Homo sapiens	Eukaryotic peptide chain release factor subunit 1	1:Experimental evidence at protein level	55.84	1.0000	0.9990	0.00000000000000	18	18	18	94	94	94	     0	     0	     0	10C(57.0214), 18C(57.0214), 2C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|P62633|CNBP_HUMAN	P62633	CNBP_HUMAN	CNBP	177	false	false	Homo sapiens	CCHC-type zinc finger nucleic acid binding protein	1:Experimental evidence at protein level	35.03	1.0000	0.9990	0.00000000000000	5	5	5	41	41	41	     0	     0	     0	11C(57.0214), 12C(57.0214), 13C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	false	false	Homo sapiens	Small ribosomal subunit protein eS4, X isoform	1:Experimental evidence at protein level	56.27	1.0000	0.9990	0.00000000000000	17	6	17	203	89	203	     0	     0	     0	10M(15.9949), 2C(57.0214), 7C(57.0214), 8M(15.9949)		
sp|P62745|RHOB_HUMAN	P62745	RHOB_HUMAN	RHOB	196	false	false	Homo sapiens	Rho-related GTP-binding protein RhoB	1:Experimental evidence at protein level	44.39	1.0000	0.9990	0.00000000000000	6	4	4	37	22	22	     0	     0	     0	3C(57.0214), 9C(57.0214)		
sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	false	false	Homo sapiens	Large ribosomal subunit protein uL23	1:Experimental evidence at protein level	41.03	1.0000	0.9990	0.00000000000000	6	6	6	42	42	42	     0	     0	     0			
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	false	false	Homo sapiens	Small ribosomal subunit protein eS6	1:Experimental evidence at protein level	29.72	1.0000	0.9990	0.00000000000000	8	8	8	69	69	69	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	false	false	Homo sapiens	Histone H4	1:Experimental evidence at protein level	54.37	1.0000	0.9990	0.00000000000000	10	10	10	916	916	916	     0	     0	     0	5M(15.9949), 6M(15.9949)		
sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	false	false	Homo sapiens	Ras-related protein Rab-1A	1:Experimental evidence at protein level	73.66	1.0000	0.9990	0.00000000000000	13	7	11	78	30	60	     0	     0	     0	N-term(42.0106)		
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	false	false	Homo sapiens	GTP-binding nuclear protein Ran	1:Experimental evidence at protein level	48.15	1.0000	0.9990	0.00000000000000	11	11	11	163	163	163	     0	     0	     0	10C(57.0214), 2C(57.0214), N-term(42.0106)		
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	false	false	Homo sapiens	Large ribosomal subunit protein uL14	1:Experimental evidence at protein level	62.14	1.0000	0.9990	0.00000000000000	7	7	7	116	116	116	     0	     0	     0	11M(15.9949), 13C(57.0214), 2C(57.0214), 9M(15.9949)		
sp|P62834|RAP1A_HUMAN	P62834	RAP1A_HUMAN	RAP1A	184	false	false	Homo sapiens	Ras-related protein Rap-1A	1:Experimental evidence at protein level	71.74	1.0000	0.9990	0.00000000000000	10	3	10	42	11	42	     0	     0	     0	1C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	false	false	Homo sapiens	Small ribosomal subunit protein uS19	1:Experimental evidence at protein level	21.38	1.0000	0.9990	0.00000000000000	2	2	2	64	64	64	     0	     0	     0	12M(15.9949), 2M(15.9949), 8M(15.9949)		
sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	false	false	Homo sapiens	Small ribosomal subunit protein eS24	1:Experimental evidence at protein level	34.59	1.0000	0.9990	0.00000000000000	4	4	4	40	40	40	     0	     0	     0	6M(15.9949), N-term(42.0106)		
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	false	false	Homo sapiens	Small ribosomal subunit protein eS25	1:Experimental evidence at protein level	28.00	1.0000	0.9990	0.00000000000000	4	4	4	23	23	23	     0	     0	     0			
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	false	false	Homo sapiens	Small ribosomal subunit protein eS26	1:Experimental evidence at protein level	48.70	1.0000	0.9990	0.00000000000000	5	1	5	44	9	44	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	false	false	Homo sapiens	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1:Experimental evidence at protein level	69.12	1.0000	0.9990	0.00000000000000	14	7	10	75	33	54	     0	     0	     0	11C(57.0214), 11M(15.9949), 12C(57.0214), 14C(57.0214), 15C(57.0214), 18C(57.0214), 25C(57.0214), 2C(57.0214), 31C(57.0214), 3C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P62877|RBX1_HUMAN	P62877	RBX1_HUMAN	RBX1	108	false	false	Homo sapiens	E3 ubiquitin-protein ligase RBX1	1:Experimental evidence at protein level	25.00	1.0000	0.9990	0.00000000000000	3	3	3	13	13	13	     0	     0	     0	3C(57.0214), N-term(42.0106)		
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	false	false	Homo sapiens	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1:Experimental evidence at protein level	69.12	1.0000	0.9990	0.00000000000000	14	6	10	75	26	50	     0	     0	     0	11C(57.0214), 12C(57.0214), 15C(57.0214), 18C(57.0214), 25C(57.0214), 2C(57.0214), 31C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	false	false	Homo sapiens	Large ribosomal subunit protein eL30	1:Experimental evidence at protein level	51.30	1.0000	0.9990	0.00000000000000	5	5	5	39	39	39	     0	     0	     0	17C(57.0214), 2C(57.0214), 8C(57.0214)		
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	false	false	Homo sapiens	Large ribosomal subunit protein eL31	1:Experimental evidence at protein level	44.80	1.0000	0.9990	0.00000000000000	6	6	6	29	29	29	     0	     0	     0			
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	false	false	Homo sapiens	Large ribosomal subunit protein uL1	1:Experimental evidence at protein level	47.93	1.0000	0.9990	0.00000000000000	11	11	11	104	104	104	     0	     0	     0	11M(15.9949), 12C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	false	false	Homo sapiens	Large ribosomal subunit protein eL32	1:Experimental evidence at protein level	45.19	1.0000	0.9990	0.00000000000000	7	7	7	64	64	64	     0	     0	     0	3C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	false	false	Homo sapiens	Large ribosomal subunit protein uL5	1:Experimental evidence at protein level	50.00	1.0000	0.9990	0.00000000000000	9	9	9	58	58	58	     0	     0	     0	2C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	false	false	Homo sapiens	Large ribosomal subunit protein uL2	1:Experimental evidence at protein level	49.81	1.0000	0.9990	0.00000000000000	10	10	10	93	93	93	     0	     0	     0	14M(15.9949), 18C(57.0214), 21C(57.0214), 22C(57.0214), 4M(15.9949)		
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	false	false	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A	1:Experimental evidence at protein level	64.85	1.0000	0.9990	0.00000000000000	10	8	10	698	565	698	     0	     0	     0	24C(57.0214), 3M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 9M(15.9949), N-term(42.0106)		
sp|P62942|FKB1A_HUMAN	P62942	FKB1A_HUMAN	FKBP1A	108	false	false	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP1A	1:Experimental evidence at protein level	40.74	1.0000	0.9990	0.00000000000000	4	4	4	22	22	22	     0	     0	     0	4C(57.0214), 5C(57.0214)		
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	false	false	Homo sapiens	Ubiquitin-40S ribosomal protein S27a	1:Experimental evidence at protein level	48.08	1.0000	0.9990	0.00000000000000	6	2	6	301	26	301	     0	     0	     0	13M(15.9949), 1C(57.0214), 2C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P62987|RL40_HUMAN	P62987	RL40_HUMAN	UBA52	128	false	false	Homo sapiens	Ubiquitin-ribosomal protein eL40 fusion protein	1:Experimental evidence at protein level	41.41	1.0000	0.9990	0.00000000000000	5	1	1	279	4	4	     0	     0	     0	1C(57.0214)		
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	false	false	Homo sapiens	Growth factor receptor-bound protein 2	1:Experimental evidence at protein level	48.39	1.0000	0.9990	0.00000000000000	8	8	8	22	22	22	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	false	false	Homo sapiens	Transformer-2 protein homolog beta	1:Experimental evidence at protein level	28.47	1.0000	0.9990	0.00000000000000	7	6	7	45	43	45	     0	     0	     0	7C(57.0214), 8C(57.0214)		
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	false	false	Homo sapiens	Ras-related C3 botulinum toxin substrate 1	1:Experimental evidence at protein level	46.88	1.0000	0.9990	0.00000000000000	8	2	7	45	17	34	     0	     0	     0	3C(57.0214), 4C(57.0214)		
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	false	false	Homo sapiens	AP-2 complex subunit beta	1:Experimental evidence at protein level	53.79	1.0000	0.9990	0.00000000000000	37	22	37	187	122	187	     0	     0	     0	12C(57.0214), 19C(57.0214), 1C(57.0214), 2C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	false	false	Homo sapiens	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1:Experimental evidence at protein level	33.50	1.0000	0.9990	0.00000000000000	10	0	9	44	0	40	     0	     0	     0	9C(57.0214)		sp|Q5JWF2|GNAS1_HUMAN
sp|P63096|GNAI1_HUMAN	P63096	GNAI1_HUMAN	GNAI1	354	false	false	Homo sapiens	Guanine nucleotide-binding protein G(i) subunit alpha-1	1:Experimental evidence at protein level	31.92	1.0000	0.9990	0.00000000000000	9	3	3	36	9	9	     0	     0	     0	12C(57.0214)		
sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	false	false	Homo sapiens	Calcineurin subunit B type 1	1:Experimental evidence at protein level	24.71	1.0000	0.9990	0.00000000000000	3	2	3	6	3	6	     0	     0	     0			
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	false	false	Homo sapiens	14-3-3 protein zeta/delta	1:Experimental evidence at protein level	63.27	1.0000	0.9990	0.00000000000000	14	11	14	326	194	326	     0	     0	     0	2M(15.9949), 3C(57.0214), 6M(15.9949), 7C(57.0214)		
sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	false	false	Homo sapiens	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	1:Experimental evidence at protein level	49.66	1.0000	0.9990	0.00000000000000	17	8	17	60	19	60	     0	     0	     0	12C(57.0214), 2C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	false	false	Homo sapiens	Small ubiquitin-related modifier 1	1:Experimental evidence at protein level	34.65	1.0000	0.9990	0.00000000000000	4	2	4	15	4	15	     0	     0	     0	N-term(42.0106)		
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	false	false	Homo sapiens	Dynein light chain 1, cytoplasmic	1:Experimental evidence at protein level	57.30	1.0000	0.9990	0.00000000000000	4	2	4	36	23	36	     0	     0	     0	15C(57.0214), 4M(15.9949), 7C(57.0214)		
sp|P63172|DYLT1_HUMAN	P63172	DYLT1_HUMAN	DYNLT1	113	false	false	Homo sapiens	Dynein light chain Tctex-type 1	1:Experimental evidence at protein level	58.41	1.0000	0.9990	0.00000000000000	4	4	4	19	19	19	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	false	false	Homo sapiens	Large ribosomal subunit protein eL38	1:Experimental evidence at protein level	38.57	1.0000	0.9990	0.00000000000000	3	3	3	19	19	19	     0	     0	     0			
sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	false	false	Homo sapiens	S-phase kinase-associated protein 1	1:Experimental evidence at protein level	59.51	1.0000	0.9990	0.00000000000000	9	9	9	49	49	49	     0	     0	     0	5C(57.0214), 7C(57.0214)		
sp|P63218|GBG5_HUMAN	P63218	GBG5_HUMAN	GNG5	68	false	false	Homo sapiens	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	1:Experimental evidence at protein level	63.24	1.0000	0.9990	0.00000000000000	3	1	3	9	1	9	     0	     0	     0	3C(57.0214)		
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	false	false	Homo sapiens	Small ribosomal subunit protein eS21	1:Experimental evidence at protein level	57.83	1.0000	0.9990	0.00000000000000	4	4	4	33	33	33	     0	     0	     0	1M(15.9949), 5C(57.0214), N-term(42.0106)		
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	false	false	Homo sapiens	Eukaryotic translation initiation factor 5A-1	1:Experimental evidence at protein level	68.83	1.0000	0.9990	0.00000000000000	10	3	10	149	29	149	     0	     0	     0	12M(15.9949), 19M(15.9949), 21C(57.0214), 4M(15.9949), 5C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	false	false	Homo sapiens	Small ribosomal subunit protein RACK1	1:Experimental evidence at protein level	75.39	1.0000	0.9990	0.00000000000000	17	17	17	216	216	216	     0	     0	     0	13C(57.0214), 14C(57.0214), 15C(57.0214), 22C(57.0214), 4C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	false	false	Homo sapiens	Actin, cytoplasmic 2	1:Experimental evidence at protein level	90.93	1.0000	0.9990	0.00000000000000	28	2	2	2836	100	100	     0	     0	     0	15M(15.9949), 16C(57.0214), 17C(57.0214), N-term(42.0106)		
sp|P63272|SPT4H_HUMAN	P63272	SPT4H_HUMAN	SUPT4H1	117	false	false	Homo sapiens	Transcription elongation factor SPT4	1:Experimental evidence at protein level	34.19	1.0000	0.9990	0.00000000000000	3	3	3	8	8	8	     0	     0	     0	10C(57.0214), 13C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	false	false	Homo sapiens	SUMO-conjugating enzyme UBC9	1:Experimental evidence at protein level	72.78	1.0000	0.9990	0.00000000000000	8	8	8	40	40	40	     0	     0	     0	13C(57.0214), 17C(57.0214), 28C(57.0214)		
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	false	false	Homo sapiens	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	1:Experimental evidence at protein level	51.46	1.0000	0.9990	0.00000000000000	11	2	11	58	5	58	     0	     0	     0	11C(57.0214), 12C(57.0214), 1C(57.0214)		
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	false	false	Homo sapiens	Y-box-binding protein 1	1:Experimental evidence at protein level	59.88	1.0000	0.9990	0.00000000000000	14	11	14	186	149	186	     0	     0	     0	N-term(42.0106)		
sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	false	false	Homo sapiens	Signal peptidase complex catalytic subunit SEC11A	1:Experimental evidence at protein level	20.11	1.0000	0.9990	0.00000000000000	5	5	5	13	13	13	     0	     0	     0			
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	false	false	Homo sapiens	Casein kinase II subunit beta	1:Experimental evidence at protein level	45.12	1.0000	0.9990	0.00000000000000	7	7	7	46	46	46	     0	     0	     0	1C(57.0214), 3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	false	false	Homo sapiens	Tropomyosin alpha-4 chain	1:Experimental evidence at protein level	51.61	1.0000	0.9990	0.00000000000000	14	5	14	88	44	88	     0	     0	     0	19C(57.0214), 1C(57.0214), N-term(42.0106)		
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	false	false	Homo sapiens	Actin, alpha cardiac muscle 1	1:Experimental evidence at protein level	63.40	1.0000	0.9990	0.00000000000000	21	0	6	1455	0	264	     0	     0	     0	12M(15.9949), 14M(15.9949), 1M(15.9949), 2C(57.0214), 5M(15.9949)		
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	false	false	Homo sapiens	Ubiquitin-conjugating enzyme E2 L3	1:Experimental evidence at protein level	65.58	1.0000	0.9990	0.00000000000000	7	3	7	61	36	61	     0	     0	     0	4C(57.0214)		
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	false	false	Homo sapiens	Elongation factor 1-alpha 1	1:Experimental evidence at protein level	72.08	1.0000	0.9990	0.00000000000000	27	1	27	929	17	929	     0	     0	     0	10M(15.9949), 11C(57.0214), 15C(57.0214), 15M(15.9949), 16C(57.0214), 1M(15.9949), 21M(15.9949), 28M(15.9949), 2M(15.9949), 33C(57.0214), 3C(57.0214), 3M(15.9949), 40C(57.0214), 9M(15.9949)		
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	false	false	Homo sapiens	Tubulin alpha-4A chain	1:Experimental evidence at protein level	58.48	1.0000	0.9990	0.00000000000000	20	4	20	652	34	652	     0	     0	     0	11M(15.9949), 14C(57.0214), 15C(57.0214), 22M(15.9949), 3C(57.0214), 4C(57.0214), 4M(15.9949), 5C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	false	false	Homo sapiens	Tubulin beta-4B chain	1:Experimental evidence at protein level	81.35	1.0000	0.9990	0.00000000000000	24	1	5	1015	16	166	     0	     0	     0	11M(15.9949), 1M(15.9949)		
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	false	false	Homo sapiens	Casein kinase II subunit alpha	1:Experimental evidence at protein level	36.06	1.0000	0.9990	0.00000000000000	11	1	11	47	4	47	     0	     0	     0	5C(57.0214)		
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	false	false	Homo sapiens	Platelet-activating factor acetylhydrolase IB subunit alpha2	1:Experimental evidence at protein level	32.75	1.0000	0.9990	0.00000000000000	5	5	5	23	23	23	     0	     0	     0	N-term(42.0106)		
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	false	false	Homo sapiens	Histone H3.1	1:Experimental evidence at protein level	45.59	1.0000	0.9990	0.00000000000000	6	1	6	148	32	148	     0	     0	     0	13C(57.0214), 27C(57.0214), 5M(15.9949), 7M(15.9949)		
sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	false	false	Homo sapiens	Hemoglobin subunit beta	1:Experimental evidence at protein level	21.77	1.0000	0.9990	0.00000000000000	3	1	3	80	1	80	     0	     0	     0	11C(57.0214)		
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	false	false	Homo sapiens	Hemoglobin subunit alpha	1:Experimental evidence at protein level	34.51	1.0000	0.9990	0.00000000000000	5	4	5	181	178	181	     0	     0	     0	1M(15.9949)		
sp|P78310|CXAR_HUMAN	P78310	CXAR_HUMAN	CXADR	365	false	false	Homo sapiens	Coxsackievirus and adenovirus receptor	1:Experimental evidence at protein level	23.29	1.0000	0.9990	0.00000000000000	6	6	6	15	15	15	     0	     0	     0	6C(57.0214)		
sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	false	false	Homo sapiens	Nucleolar protein 14	1:Experimental evidence at protein level	14.00	1.0000	0.9990	0.00000000000000	9	8	9	26	25	26	     0	     0	     0			
sp|P78318|IGBP1_HUMAN	P78318	IGBP1_HUMAN	IGBP1	339	false	false	Homo sapiens	Immunoglobulin-binding protein 1	1:Experimental evidence at protein level	39.82	1.0000	0.9990	0.00000000000000	9	9	9	37	37	37	     0	     0	     0	N-term(42.0106)		
sp|P78330|SERB_HUMAN	P78330	SERB_HUMAN	PSPH	225	false	false	Homo sapiens	Phosphoserine phosphatase	1:Experimental evidence at protein level	63.11	1.0000	0.9990	0.00000000000000	11	11	11	46	46	46	     0	     0	     0	14C(57.0214), 2C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	false	false	Homo sapiens	Eukaryotic translation initiation factor 4 gamma 2	1:Experimental evidence at protein level	46.09	1.0000	0.9990	0.00000000000000	32	32	32	127	127	127	     0	     0	     0	10C(57.0214), 21C(57.0214), 2C(57.0214), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P78345|RPP38_HUMAN	P78345	RPP38_HUMAN	RPP38	283	false	false	Homo sapiens	Ribonuclease P protein subunit p38	1:Experimental evidence at protein level	14.13	1.0000	0.9990	0.00000000000000	3	3	3	8	8	8	     0	     0	     0			
sp|P78346|RPP30_HUMAN	P78346	RPP30_HUMAN	RPP30	268	false	false	Homo sapiens	Ribonuclease P protein subunit p30	1:Experimental evidence at protein level	52.99	1.0000	0.9990	0.00000000000000	11	11	11	40	40	40	     0	     0	     0	11C(57.0214), 13C(57.0214), N-term(42.0106)		
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	false	false	Homo sapiens	General transcription factor II-I	1:Experimental evidence at protein level	46.49	1.0000	0.9990	0.00000000000000	33	33	33	146	146	146	     0	     0	     0	14C(57.0214), 2C(57.0214), 7C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	false	false	Homo sapiens	T-complex protein 1 subunit beta	1:Experimental evidence at protein level	76.07	1.0000	0.9990	0.00000000000000	30	30	30	240	240	240	     0	     0	     0	13C(57.0214), 1M(15.9949), 5C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	false	false	Homo sapiens	mRNA export factor RAE1	1:Experimental evidence at protein level	71.20	1.0000	0.9990	0.00000000000000	13	13	13	74	74	74	     0	     0	     0	12C(57.0214), 13C(57.0214), 14C(57.0214), 1C(57.0214), 3C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	false	false	Homo sapiens	Glutathione S-transferase omega-1	1:Experimental evidence at protein level	53.53	1.0000	0.9990	0.00000000000000	12	12	12	66	66	66	     0	     0	     0	24C(57.0214), 2C(57.0214), 4C(57.0214)		
